Name,Latitude Degree,Longitude Degree,Local Code
Bates Field,41.42,120.57,CA06
Wesinger Ranch Airport,41.45,120.58,0
Stewart Airport,34.64,99.37,91OK
Scottys Field,34.69,99.34,OK82
Sheffield-Smith Airstrip,34.57,99.35,OK83
Woodlake Airport,36.84,98.66,OK14
Logsdon Ranch Airport,36.53,98.64,OK43
May Ranch Airport,37,99.00,OK54
Stone Airport,41.01,83.43,OH32
Luscombe Acres Airport,32.35,97.20,6XS2
Goodlett Field,32.38,97.18,9TS6
Phillips Farm Airport,32.34,97.25,TA01
Block Ranch Airport,32.33,97.23,TX78
J-D Ranch Airport,29.37,95.29,3TS3
Alvin Airpark,29.42,95.29,6R5
Minard Pegasus Airport,29.33,95.28,TE09
Becker Airport,33.4,97.67,0
Vance Field,33.37,97.68,TE76
Lanning Ranch Airport,45.09,104.82,MT50
St Charles Airport,29.95,90.29,LS40
Imvite Airport,36.45,116.45,NV36
Palo Duro Airport,35.14,101.84,1.00E+04
Blue Sky Airfield,35.06,101.85,2TX0
Baptist St Anthony's Hospital Heliport,35.2,101.92,6TX5
Flying K Airport,35.11,102.04,7TX8
Martin Farms Airport,35.15,97.87,7OK4
Taylor Airport,41.72,89.29,IL07
Albrecht /2/ Airport,41.63,89.41,IL09
Burk Airport,43.84,94.29,4MN7
Walter Sutton's Private Strip,45.93,122.42,WA79
Mc Clellan Field,45.89,122.55,WA80
Humphries Rotordrome Airport,39.06,84.20,0
Hill Top Airport,37.42,77.95,VA64
Easter Field,37.37,78.08,VG38
Nelson Airport,47.05,97.19,ND01
Peterson Airport,47.05,97.26,ND73
Smith Private Airport,47.02,97.16,ND74
American Creek Airport,65.1,151.18,80A
Lowell Field,32.06,84.29,9GA5
Meadowbrook Airport,42.86,71.00,6MA2
Timberdoodle Airport,37.54,79.02,93VA
Fulcher Family Farms Airport,37.73,79.08,VG06
Lake Ell Field,44.46,89.36,WS14
Skyline Airpark,30.73,90.45,9LA9
Red's Field,45.09,123.18,18OR
Plum Valley Airport,45.03,123.17,64OR
Watts Landing Airport,45.15,123.24,OG44
Marcidale Airport,39.69,86.60,8IN9
Longwell Airport,43,74.19,0
Snow Field,42.96,74.08,NY58
Bowman Field,46.15,112.87,3U3
Becker's Landing Airport,48.46,122.54,WN18
Pete's Tractor Salvage Airport,47.72,100.27,ND75
Rogersburg Airport,46.07,116.97,D69
Lowell Field,59.95,151.70,00AK
Fire Island Airport,61.17,150.16,6AK5
Sky Harbor Airport,61.12,149.82,9AK5
Campbell Airstrip,61.16,149.78,CSR
Burk Personal Use Airport,40.05,85.60,34II
Rab Ranch Airport,30.79,97.90,1XA0
Keno Field,30.76,97.80,TA49
Daniel's Landing Airport,37.7,97.11,13KS
Riceland Aerodrome,41.6,80.59,3OH4
Wildhorse Valley Airport,42.49,118.61,OG53
Jordan Airport,33.54,79.53,SC57
Ricketyback Field,47.81,97.96,ND02
Erb Acres Airport,42.36,78.04,54NY
Fish Airpark,35.53,78.70,7NC8
Angier (C A G Farms) Airport,35.47,78.65,87NC
Barclaysville Field,35.47,78.68,NC44
Phillips Corporation Airport,29.15,95.50,46TX
Bailes Airport,29.17,95.40,7R9
Clover Lake Farms Airport,29.23,95.48,TE77
Pigeon Airport,41.64,84.95,II16
Angola Airstrip,30.95,91.58,LA67
Pulkrabek Private Landing Field,48.05,96.78,MN06
Gray Ranch Airport,31.46,108.86,NM64
Anita Municipal Kevin Burke Memorial Field,41.44,94.77,Y43
Todd Field,41.76,93.57,46IA
Hartline Air Strip STOLport,37.47,89.23,IS16
Heitman Field,40.38,84.25,OA11
Barber Airport,39.26,90.86,38MO
Fairview Airport,38.98,76.64,3MD4
Russells Ranch Airport,33.54,94.91,TX19
Millard Airport,40.32,76.54,4PA0
Rover Airport,40.28,76.54,PA31
Steen Airport,32.79,99.88,TX20
Leis Airport,40.21,84.66,OH34
Lee Massey Airport,38.13,81.05,WV01
Big Muddy Ranch Airport,44.83,120.50,2OR1
Wilcox Field,37.08,97.96,7K6
Rag Wing Airport,45.08,89.03,9WN4
Midland Airport,42.49,88.17,50IL
Donald Alfred Gade Airport,42.47,88.04,IL11
Peterson Airstrip,48.86,101.30,4NA3
Antlers Municipal Airport,34.19,95.65,80F
Park Springs Airport,35.26,104.92,NM76
Jewett Mesa Airport,34,108.68,13Q
Deck Airpark,35.74,78.92,NC11
River Hill Aviation Airport,40.56,79.55,PN46
North Cedar Airport,31.28,94.97,XA71
Holiday Ranch Airport,34.56,117.08,27CA
Appleton Municipal Airport,45.23,96.00,AQP
Five Corners Airways Airport,44.42,88.38,WS08
Bauer Pgi Airport,38.14,94.17,MU55
Carpenter Airport,33.52,82.37,0GE7
Nashs Airport,37.39,78.81,10VA
Highview Farms Airport,37.26,78.85,94VA
Arapahoe Municipal Airport,40.34,99.91,37V
Deer Creek Farm Airport,38.47,79.80,WV00
Mc Cabe Ranch Airport,39.01,122.10,2CL2
Arcade Tri County Airport,42.57,78.43,D23
Roberts Roost Airport,42.63,78.36,NK81
East Arcade Airport,42.59,78.35,0
Sunnybreeze Airport,27.06,81.97,09FL
Ott's Landing Airport,27.3,81.88,0FA1
Hennessy Airport,27.05,81.85,26FD
Mc Donald's Field,27.2,81.92,8FL1
Carlstrom Field,27.12,81.85,92FL
Ellsworth Field,27.21,81.78,FA27
Montgomery Ranch Airport,27.07,81.59,FA64
Heinzman Airport,40.18,86.01,03IN
Cruzan Field,40.17,85.94,9II4
Ward Airport,40.17,85.94,II27
Skyridge Airport,40.18,86.12,0
Arcadia Bienville Parish Airport,32.53,92.95,5F0
Rutter Airport,41.1,83.50,OA04
Diehl Ranch Airport,29.41,95.12,5TS0
Huffman Farm Airport,41.5,84.25,4OH8
Archer City Municipal Airport,33.58,98.62,T39
Hornady Ranch Airport,33.48,98.55,TX21
Mc Donnell Airport,38.49,94.41,03MU
Confer's Place Airport,41.1,85.24,1IN3
Dick's Strip,41.1,85.24,3II9
Glascock Airport,38.94,77.54,98VA
Smith Airport,38.93,77.56,0
Bass Aero Airport,34.22,97.05,OK17
Taliaferro Field,34.2,97.23,OK23
Strader Ranch Airport,34.25,97.21,OK62
Goddard Ranch Airport,34.3,96.92,OK85
Kinsey RLA Restricted Landing Area,39.88,90.47,IL12
Argonia Municipal Airport,37.28,97.76,2K8
Scott Field,41.26,86.19,2IN4
Walkinshaw Airport,47.06,97.02,1ND4
Lisburg Airport,47.07,96.94,6ND3
Johnson Airport,48.34,96.88,7MN6
Leroux Airport,33.1,97.15,TX22
Kelly Airport,42.7,89.79,0
Ashworth Airport,34.12,93.35,41AR
Dexter B Florence Memorial Field,34.1,93.07,ADF
Tyler Airport,37.13,97.07,0
Rutherford Airport,44.6,92.05,28WI
Zanadu Airport,44.03,89.87,WS04
Tallen Airport,40.27,94.79,MU35
Gila Compressor Station Airport,33.25,112.81,30AZ
Andrews Airport,31.42,84.71,4GA8
Jordans Airport,31.44,84.71,GA22
Funfsinn Airport,41.47,89.18,IL13
Alge Airport,40.9,83.64,5OH0
Arlington Municipal Airport,45.72,120.17,1S8
Needham's Airport,35.29,89.74,TN47
Williams Airpatch Airport,48.27,122.02,89WA
Del Monte Airport,43.32,89.32,WI51
Youvan Airport,37.53,94.70,7KS3
Armstrong Ranch Airport,26.93,97.76,47TX
Couvillion Airport,30.4,91.97,22LS
Tim Bullard Memorial Airport,30.42,91.97,LS91
Oaks Airport,32.28,95.08,TX24
Starr Airport,37.66,78.92,4VA5
2 X 4 Ranch Airport,32.78,104.38,NM47
Arthur Airport,47.11,97.21,1A2
Turner Field,47.06,97.16,ND76
Arthur Municipal Airport,41.56,101.71,38V
Packard Ranch Airport,41.43,101.68,42NE
Hawkins Ranch Airport,41.58,101.82,NE99
Titus Field,39.5,79.85,70D
Frokjer Airport,47.96,97.48,ND60
Creekside Airport,35.18,118.92,5CL8
J&J Crop Dusters Inc Airport,35.18,118.86,6CA7
Parker Airport,40.68,75.02,70NJ
Richter Airpark,31.75,83.57,GE12
Melby Airport,46.1,95.83,13MN
Merrihew Airport,41.85,101.95,0NE0
Runner Landing Area Airport,42.41,101.93,0NE1
Merry Airport,41.87,101.92,0NE2
Pine Prairie Airport,33.62,94.12,5AR8
Delk's Airport,35.72,79.94,1NC0
Smith Air Strip,35.63,79.71,25NC
Westford Airstrip,41.95,72.18,CT74
Shupe Airport,37.07,99.61,SN17
St Labre Mission Airport,45.6,106.27,3U4
Starns Brothers Airport,41.08,96.40,53NE
Starns Auxiliary Airport,41.05,96.38,NE15
Flying H Airport,34.83,96.03,OK74
Meadow Farm Airport,37.86,77.42,69VA
Mayers Airport,37.78,77.49,VG24
Ashley Municipal Airport,46.02,99.35,ASY
John R Reed Airport,39.55,88.03,0
Miller Airport,41.8,89.23,79IL
Golden Pond Airport,33.86,86.12,0
Beckman Field,39.74,83.04,0
Hawks Run Airport,46.25,117.25,00WN
Aspen Gliderport,39.26,106.91,CO03
Douglas Flying Service Private Airport,33.17,100.22,6TE8
Stonewall County Airport,33.17,100.20,T60
Karpens Airport,46.16,123.64,OR23
Barrett Field,45.82,118.50,OR24
Wilcoxon Airport,39.95,89.74,0
Lars/Private Airport,41.95,76.48,PA33
Glad Oaks Airport,32.02,95.70,2XS3
Deer Meadow Ranch Airport,32.01,95.93,5TA8
Lochridge Ranch Airport,31.99,95.95,TX25
Gunner Field,45.08,90.18,81WI
Corinth Airport,45,90.15,0
Martens Airport,39.21,94.27,4MO8
Granite Airport,47.98,116.68,0
Atka Airport,52.22,174.21,AKA
Yonder Airport,34.56,78.27,NC65
Rollins Airport,33.82,84.37,GA53
Atlanta Airport,43.81,115.14,55H
Sugar Creek Farm Airport,40.27,89.30,3IL9
Hoblit Farms Airport,40.23,89.24,IL94
Bee-Acre Farm Strip,40.21,86.10,99IN
Hall Miller Municipal Airport,33.1,94.20,ATA
Atlantic Field Mcolf Airport,34.88,76.35,12NC
Jackson Private Airport,34.88,76.36,NC54
Taylor Airport,37.88,75.51,4VA6
Atmautluak Airport,60.87,162.27,4A2
Cochran Ranch Airport,34.6,95.86,6OK7
Flying W Ranch Airport,34.38,96.29,0
Midway Airport,43.46,112.81,U37
Big Southern Butte Airport,43.43,113.06,U46
Coxs Well Airport,43.22,113.23,U48
Viola Farm Airport,30.72,84.54,4GE1
Riley Field,40.3,87.23,4IN7
Rocky Reef Farm Airport,41.92,73.67,0NK8
Pagel's Field,45.2,94.80,67MN
Gay Airport,41.04,81.19,93OH
Kamm Airport,39.77,88.45,4IS1
Cooch Landing Area Airport,39.84,88.45,IL31
Atwood-Rawlins County City Airport,39.84,101.04,ADT
Table Mountain Field,37.14,119.51,5CL9
Campbell Field,33.32,97.04,06XS
Weems Farm Airport,33.29,96.93,2TE3
Mustang Community Airfield,33.32,96.91,XS60
Mooney Field,41.35,85.01,22IN
Lone Pine Aerodrome,36.91,86.78,34KY
Farington Field,40.39,95.79,K01
Murphy Field,42.84,76.45,06NY
Derecsky Airport,41.38,81.26,0
Market World Airport,28.06,81.82,FL16
Heape Field,37.73,96.94,07KS
Airpark Estates Airport,37.68,96.89,20KS
Sills Air Park,37.67,97.02,SN18
Flying H Ranch Airport,37.63,97.10,0
Brady-Pippin Airport,37.72,97.05,SN20
Williams Field,47.5,112.39,0MT1
Augusta Airport,47.46,112.38,3U5
Grandpa's Farm Airport,44.7,91.13,0
Flying E Airport,44.84,122.90,OR25
Lee Creek Airport,35.39,76.78,NC12
Aaron's Field,40.86,98.06,14NE
Elge Field,40.94,98.08,50NE
Match Mate Airport,42.74,76.66,NK74
Shipman Ranch Airport,38.83,107.86,5CO1
O'Toole Ranch Airport,39.07,117.42,NV02
Hudson Airport,39.54,117.75,NV35
Dryden Airport,30.26,97.63,TX05
Armington Airport,41.73,80.88,5OH4
Mollica Airport,41.07,80.76,OI81
Arnika Ranch Airport,36.98,92.54,MO77
Valenty Mierek Airport,43.39,75.49,NY59
Candy Lake Estate Airport,36.49,96.05,0
Candy Lake Estate Airport,36.49,96.05,98OK
Sunderland Airport,37.25,94.17,0MU1
Baugh Flight Park Ultralightport,37.16,94.17,MO16
Eagle Landing Airport,32.88,94.61,61TA
Mc Kenzie Field,32.82,94.62,6TE9
Tackaberry Airport,43.06,82.72,07D
Avoca Airport,43.03,82.67,39G
Fasel Field,43.06,82.68,MI01
Lindbergh Airport,44.81,70.35,08ME
R & M Aviation Airport,41.45,81.97,4OI7
Johnsons Field,41.43,81.97,0
Keller Airport,41.45,82.01,0
Crews Homestead Ranch Airport,27.62,81.61,FL01
MacDill Air Force Base Auxiliary Field,27.65,81.35,AGR
Blevins Airport,41.21,84.27,7OI1
Toddsbury Farm Airport,37.82,77.10,25VA
Wilcox Farm Airport,47.04,97.54,ND78
Boe-Wrinkle Airport,32.9,97.60,28TS
Blue Skies Airport,32.87,97.66,0
Babb Airport,48.85,113.43,49S
Whittlesey Cranberry Co Airport,44.33,90.03,29WI
Speedwing Field,44.3,90.04,WI90
Andersen Farms Airport,44.47,97.22,SD19
Hoiland Field,47.4,95.37,5MN2
Bagley Municipal Airport,47.53,95.36,7Y4
Tyrone Airport,43.29,85.78,MI67
Brock Airpark,31,84.51,83GA
Way West Airport,39.77,86.76,50II
Haas Airport,39.23,83.32,17OI
Valley Vista Airport,39.24,83.26,3OA8
Dotson Airport,30.82,86.69,55FD
Bald Mountain Airport,44.62,117.87,OG45
Joe Gottlieb Field,35.37,119.20,0
Costerisan Farms Airport,35.26,119.05,55CL
Majors Airport,35.53,119.10,0
Paradise Lakes Airport,35.18,118.93,7CA2
Redpath Restricted Landing Area,38.18,89.81,IL35
Baldwin Municipal Airport,43.88,85.84,7D3
Spitzer Airport,47.08,100.72,ND80
Kanten Field,45.03,92.35,0
Baldwin Airport,44.97,92.39,WI14
Rush River Airport,44.91,92.48,WI29
Maxwell Airport,38.77,95.27,47KS
Flory /Private/ Airport,38.82,95.29,SN21
B-Ville Airpark,43.14,76.31,4NK1
Pegasus Run Airport,34.28,84.42,4GA0
Bruce Field,31.67,99.98,E30
Bally Spring Farm Airport,40.43,75.63,PA35
Romeo Airstrip,45.46,92.38,4WN5
Industry Air Park,39.84,82.58,38OH
Bains Private Airport,29.81,99.07,20TS
Lobo Mountain Ranch Airport,29.65,99.09,TE21
Hallett's Airport,40.91,75.17,8PN2
Rieben Airport,45.61,123.08,OG02
Chadwick Airport,45.63,123.17,OR27
Elk River Airport,36.16,81.90,NC06
Holen Aerial Spray Airstrip,48.5,100.65,NA25
Thiessen Field,43.42,89.77,34WI
Baraga Airport,46.78,88.58,2P4
Franklin's Airport,46.26,84.13,45MI
Larkins Farm Airport,36.85,88.93,5KY2
Flying O Airport,32.29,96.70,TX29
Nordheim Flying K Airpark,39.39,74.61,NJ58
Thorn Field,39.58,86.18,7II9
Bronson Airport,39.48,86.23,II93
Kephart Field Airport,39.49,86.15,IN01
Beck Airport,39.56,86.20,IN64
Flying Bull Ranch Airport,29.82,100.00,TA52
Show Me The Sky Airport,40.14,94.93,0
De De Airport,33.01,84.11,1GA6
Antique Acres Airport,33.1,84.06,GA59
Little Tobesofkee Creek Ranch Airport,32.98,84.10,GA86
Wagner Farm Airport,46.67,96.58,36MN
Mathew Private Field,46.67,96.45,68MN
Ag Spray Inc Airport,46.58,96.51,94MN
Barnesville Municipal Airport,46.67,96.44,9MN3
Janssen Airport,46.71,96.35,9MN5
Barnesville Bradfield Airport,40,81.19,6G5
Desmet Airport,42.95,89.90,WI53
Goerger Airport,46.25,97.04,0NA1
Hager Strip,46.27,97.02,NA55
Moffet Airstrip,46.3,96.99,NA56
Locke Lake Airport,43.39,71.23,NH15
Coot Landing Airport,46.66,96.24,4MN2
Barret Airport,35.38,89.77,0
Puviaq Airport,70.72,154.41,74AK
Potter Airport,39.74,91.07,44IS
Goldstone /Gts/ Airport,35.35,116.89,00CA
Ludlow Airport,34.75,116.15,5CA4
Flying Eagle Estates Airport,36.7,95.84,9OK3
Hi-Way Airport,36.78,95.95,0
Landgren Ranch Airport,41.97,98.52,40NE
Lee Field,40.24,100.34,6NE7
Neu Field,39.17,94.98,8KS1
Hoelting Airport,39.11,94.96,SN22
Millers Flying Service Airport,30.48,92.55,LA01
Klies Air Strip,46.35,112.34,MT43
Green Acres Airport,46.62,119.27,6WA3
Basin Creek Airport,64.68,165.30,Z47
Greg's Flying Service Airport,32.27,91.70,05LA
Rock County Airport,42.57,99.57,RBE
Davis Plantation Airport,32.8,91.95,46LA
Morehouse Memorial Airport,32.76,91.88,BQP
Travis Airport,32.97,91.83,LA63
Sky Bryce Airport,38.82,78.77,VG18
Harry S Truman Regional Airport,39.02,94.09,2M1
House Movers Field,33.85,81.55,SC46
Hillenbrand Industries Airport,39.34,85.26,HLB
R & J Livestock County Airport,29.02,99.53,TA82
Nash Ranch Airport,28.96,99.39,XA64
Dm Ranch Airport,28.98,99.57,XA88
University Airpark,42.84,84.48,41G
Jolamtra Landing Area Airport,42.28,77.34,23NY
Craig Private Airport,48.86,97.32,5ND3
Southern Helicopters Airport,30.3,91.21,21LA
La Coste Construction County Airport,30.5,91.24,3LA3
Triangle J Airport,30.56,91.04,0
B.C. Air Airport,42.01,97.59,NE31
Battle Lake Municipal Airport,46.3,95.70,00MN
Swanson Ranch 3 Airport,40.01,117.39,NV64
Russell Airport,38.03,86.23,0
Eagle's Nest Airport,38.1,86.46,3KY7
Walter A Swalley Airpark,37.02,94.80,78KS
Miller Farm Airport,38.52,91.52,MU21
Kenneth Hayward Airport,43.53,83.85,47MI
Ag Aviation Airport,29.05,95.96,0
Thigpen Field,31.95,89.23,00M
Rocking T Ranch Airport,30.26,89.54,MS99
Rancho Buena Vista Airport,26.25,97.30,TS94
Bay Creek Airport,35.21,76.61,0
Pamlico Airport,35.16,76.76,0
Petit Cache Airport,46.89,90.82,WS19
Roy E. Ray Airport,30.45,88.21,5R7
Ferris Airport,29.84,94.97,25TA
Dunn Field,38.41,95.02,0
Bear Creek 1 Airport,65.54,161.06,AK02
Bear Creek 3 Airport,63.57,156.15,Z48
Johnsons Landing Airport,56.04,160.27,Z52
Anderson Airport,47.79,93.06,MY49
Bear Valley STOLport,38.46,120.04,73CA
Krohe Airport,39.94,90.47,IL86
Purdy-Nielsen Memorial Airpark,29.47,95.89,3TS5
Ward Airpark,29.5,95.93,5T0
Aviasud Airpark,29.49,95.93,0
Moondance Ranch Airport,42.65,121.33,87OR
Findley Field,38.41,91.16,16MO
Laurel Hill Plantation Airport,32.49,80.62,SC05
Marsh Point Airport,32.46,80.60,SC74
Stonecipher Airport,30.11,94.26,55TX
Beaver Airport,66.36,147.41,WBQ
Glade STOLport,39.01,82.79,0
Beaver Municipal Airport,36.8,100.53,K44
Sulphurdale Airport,38.57,112.59,UT57
Welke Airport,45.72,85.52,6Y8
Snook Airport,40.73,77.27,PS06
Flying K Ranch Airport,45.43,122.88,OR00
Harvey'S Acres Airport,45.44,122.89,OR28
Schroeder Airport,45.43,93.86,MN79
Bedford Municipal Airport,40.64,94.73,Y46
Johnson Fox Field,37.23,79.59,0VA1
Hawk Ridge Airport,37.29,79.45,20VG
Miller Airport,37.33,79.40,91VA
Robinson Airport,37.35,79.57,VG25
Windy Ridge Airport,37.27,79.44,VG27
Jordan Ranch Airport,30.78,95.80,0
Stefanik Airport,40.45,75.20,PA36
Nolin Aero Salvage Airport,37.33,86.25,5KY9
Von Alvens Airview Airport,41.3,87.65,IL29
Shangrila Airport,45.58,87.85,WS25
Breckenridge Airport,35.4,91.13,1AR0
Vasile Field,44.76,73.56,NY60
Mountain View Airpark,44.67,73.55,4NY0
Brown Ranch Airport,28.44,97.80,57TX
Terminal D Ranch Airport,28.45,98.04,TE58
Eagle Creek Airport,35.79,96.03,51OK
Belcher Regional Airport,37.37,82.32,57KY
Belcher Airpatch Airport,32.75,93.87,0LA3
Norm's Field,42.26,72.41,31MA
Burris Ranch Nr 1 Airport,34.48,106.61,55NM
Swenson Airport,46.67,103.23,ND29
Sunny Hill Airport,44.47,69.82,ME60
Kreikemeier Airport,45.82,111.14,4MT1
Mc Kenna Airport,45.79,111.13,9MT9
Thompson Field,45.8,111.14,MT81
Durrett Ranches Airport,38.95,80.03,WV68
Flying Harness Farms Airport,29.72,82.84,37FL
Darrah Air Park,29.78,82.89,0
Saw Whet Farms Airport,29.69,82.87,6FL9
Country Landings Airport,29.76,82.90,86FD
Shady Bend Airport,29.81,82.93,9FL5
Bell Ranch Waggoner Airport,35.71,104.06,NM32
Bell Ranch Headquarters Airport,35.55,104.08,NM33
Stickle Cattle Farms Airport,38.32,91.78,MO78
Southern Seaplane Airport,29.87,90.02,65LA
Belle Creek Airport,45.13,105.09,3V7
Duda Airstrip,26.59,80.64,FA69
Belle Plaine Farms Airport,37.4,97.21,SN10
Rands Airport,37.43,97.27,SN32
Cane-Air Airport,30.05,91.07,0
Bierly(Personal Use) Airport,40.93,77.74,01PN
Ziggy's Field,40.85,77.91,03PS
Monroe Airpark,29.02,82.11,2FA2
Norton Airport,29,82.10,8FL2
Back Achers Airport,29.07,82.00,8FL3
Johary Airport,29.03,81.99,FL58
Sky Ranch Ii Airport,37.68,90.72,MO79
Cedar Creek Ranch Airport,35.13,93.48,AR23
Harold Emmerich Airport,38.52,89.93,1IS0
Ben Emge Airport,38.52,90.03,2IL7
Cooper Airport,39.64,86.50,05IN
Belleville Municipal Airport,39.82,97.66,RPB
Belleville Airport,42.18,83.55,43G
Hoff Airport,42.26,90.58,IA02
Sluder Airstrip,43.4,114.27,ID16
Dougherty Airport,41.24,82.87,1OH2
Missler-Bellevue Airport,41.29,82.87,6OH1
Menard Airport,33.58,98.06,XA09
Floathaven Airstrip,48.73,122.35,WA90
Eliza Island Airport,48.65,122.58,WA58
Skida Patch Airport,33.66,96.41,2XS4
Windwood Farm Airport,33.57,96.40,65TE
Pritchard Airport,33.61,96.42,99TE
Mitchell Farms Airport,34.88,103.07,NM30
Bender Airport,40.62,82.53,9OA9
P-K Ranch Airport,30.03,96.26,60TX
Traylor Tick Farm Airport,29.97,96.31,61TX
Tishomingo County Airport,34.49,88.20,01M
Moritz Memorial Airport,39.47,98.13,K61
Turtle Airport,42.51,88.91,0
Blue Bird Airport,39.31,81.62,OH38
Robinson Airport,38.77,94.57,MU26
Barge Ranch Airport,31.09,97.46,62TX
Beluga Airport,61.17,151.04,BLG
Kaufield Airport,42.26,88.73,0LL0
Henderson Airport,42.21,88.76,IL34
Bob Walberg Field,42.32,88.76,IL36
Matthews Airport,40.79,75.07,NJ09
Wagner Field,35.14,86.22,1TN3
Belzoni Municipal Airport,33.15,90.52,1M2
Turner Field,33.16,90.50,MS10
Triple Creek Airport,39.9,88.52,1IS2
Chandler Personal Use Airport,47.41,94.77,38MN
Up Yonder Airport,47.29,94.87,98MN
Moberg Air Base,47.5,94.95,MN13
Cloverleaf-East Bemidji Airport,47.44,94.81,MY54
Inspiration Airport,44.62,122.75,43OR
Juniper Air Park,44.03,121.12,5OR5
Pilot Butte Airport,44.05,121.28,8OR5
Sundance Meadows Airport,43.99,121.21,OG05
Kennel Airstrip,44.03,121.17,OR04
Gopher Gulch Airport,44.11,121.33,OR29
D M Stevenson Ranch Airport,44,121.27,OR30
Robinson Private Airport,38.52,76.68,MD14
Gilfert Airport,40.78,77.21,77PN
Beaver Springs Airport,40.78,77.22,PA39
Honn Farm Airport,46.93,117.98,52WA
Gray Ranch Airport,46.85,118.18,WA20
Clinesmith Ranch Airport,46.92,118.09,WN30
Hoppy's Airport,40.09,101.57,6NE8
Jones Airport,40.06,101.55,42V
Logan Airport,39.86,104.40,96CO
Harrington Ranch Airport,39.63,104.52,CO02
Clearidge Airport,40.71,96.48,NE33
Stewart Field,40.69,96.58,0
Greggs Nr 1 Airport,39.89,104.54,0
Hoy Airstrip,39.84,104.42,76CO
Young's Strip,39.69,104.42,87CO
Yoder Airstrip,39.82,104.41,CD09
J & S Airport,39.83,104.44,CD14
Allen and Gloss Airport,38.86,85.10,8II0
Alderson Airport,39.03,97.58,08KS
Lee Field,42.92,84.28,0
Summer Hill Farm Airport,41.33,96.19,09NE
Catfish Point Airport,33.7,91.17,0MS8
West Bolivar Flying Service Airport,33.65,90.99,MS37
Benson Airport,31.96,110.26,31AZ
Unzicker Airport,40.83,89.12,4IL9
Lorenz Airport,45.3,95.54,MN11
Eagle Field,37.85,97.51,7KS9
Roberts Field,37.87,97.51,SN62
Saline County/Watts Field,34.56,92.61,M99
Benton Municipal Airport,38.01,88.93,H96
Taylor Airport,37.87,97.07,SN46
Pirates Cove Airport,36.78,88.22,42KY
L J Earnest Airport,32.64,93.66,LS69
Cartersville Airport,37.54,84.41,05KY
Howard Field,42.91,96.81,SD53
Ely Air Park,43.07,77.96,0
Ultra Flight Airpark,38.69,91.34,3MO2
Grosser Airport,29.78,98.58,0
Buzzards Gap Ultralightport,39.47,78.24,WV61
R C Ford Field,41.71,83.83,6OH3
Myricks Airport,41.84,71.03,1M8
Pine Lake Airport,40.23,82.92,OH39
Berlin Lndg Area,42.37,71.64,MA19
Bunting's Field,38.37,75.23,4MD1
Zink Airport,44.03,88.88,03WI
Berlin Field,43.99,88.96,31WN
Broken Prop Airport,43.99,88.98,WI55
Circle C Airport,41.04,80.98,89OI
Pickles Airport,39.13,77.93,01VA
High View Farm Airport,39.24,78.01,61VA
Berg Strip,48.29,101.83,4NA5
Skinningsrud Airport,48.39,101.76,6ND9
Skywagon Ranch Airport,40.31,105.15,6CO6
Lazy W Airport,40.31,105.14,86CO
Pond's Field,40.26,105.14,CD39
Griffin Airport,30.82,98.08,12TX
Deiterich Ranch Airport,30.75,98.15,TE95
Mcfarlin Ranch Airport,30.69,98.03,XA12
Perrotti Skyranch Airfield,43.34,70.85,09ME
Salmon Falls Airport,43.29,70.90,ME61
M.P. Metals Heliport,41.07,76.18,03PN
Berwick Airport,41.07,76.22,6PA7
Beryl Junction Airport,37.71,113.65,UT82
Sharp Airport,39.68,88.76,86IL
Bethany Memorial Airport,40.28,94.01,75K
Meadows Airport,40.23,93.93,MO53
Bethany Airpark,42.94,78.14,8NK4
Kelch Airport,38.98,84.03,59OH
Thomson Field,41.63,73.22,5CT5
Whelan Farms Airport,41.67,73.19,CT01
Hildebrandt Airport,39.28,102.47,CO22
Hull Airport,41.26,83.21,76OI
